"날짜","현재가","오픈","고가","저가","거래량","변동 %"
"2009년 07월 09일","184.72","184.26","186.51","183.94","147.95M","-0.01%"
"2009년 07월 08일","184.73","183.86","184.73","182.28","152.51M","-0.21%"
"2009년 07월 07일","185.11","185.18","186.02","184.20","163.71M","0.33%"
"2009년 07월 06일","184.50","182.78","185.04","182.36","140.13M","0.86%"
"2009년 07월 03일","182.92","179.11","182.92","179.02","139.04M","0.59%"
"2009년 07월 02일","181.85","182.92","182.96","180.80","163.02M","-0.05%"
"2009년 07월 01일","181.95","178.53","182.50","177.75","162.55M","1.65%"
"2009년 06월 30일","178.99","180.65","181.65","178.69","184.36M","0.10%"
"2009년 06월 29일","178.81","179.92","181.42","178.40","151.34M","-0.26%"
"2009년 06월 26일","179.28","180.04","180.41","178.45","145.23M","0.23%"
"2009년 06월 25일","178.86","175.50","180.46","175.50","188.81M","2.16%"
"2009년 06월 24일","175.08","174.96","176.00","173.22","166.00M","0.44%"
"2009년 06월 23일","174.32","175.17","175.81","173.52","216.75M","-2.63%"
"2009년 06월 22일","179.02","176.46","179.11","176.12","124.46M","1.35%"
"2009년 06월 19일","176.63","176.96","177.38","174.94","149.32M","0.62%"
"2009년 06월 18일","175.54","177.56","178.34","174.90","134.10M","-1.27%"
"2009년 06월 17일","177.80","177.90","178.65","176.85","143.87M","-0.60%"
"2009년 06월 16일","178.88","178.27","180.32","177.58","151.07M","-0.99%"
"2009년 06월 15일","180.66","182.59","182.64","178.97","136.81M","-1.11%"
"2009년 06월 12일","182.69","182.74","183.72","181.23","144.43M","0.69%"
"2009년 06월 11일","181.43","180.49","183.84","179.90","193.48M","0.29%"
"2009년 06월 10일","180.91","176.01","180.96","175.52","184.74M","3.43%"
"2009년 06월 09일","174.91","179.49","180.00","174.87","173.02M","-1.55%"
"2009년 06월 08일","177.67","177.65","180.00","176.87","176.06M","-0.06%"
"2009년 06월 05일","177.77","177.43","177.77","175.12","175.53M","1.15%"
"2009년 06월 04일","175.75","179.55","179.75","175.35","230.56M","-2.53%"
"2009년 06월 03일","180.31","181.78","182.25","178.93","276.11M","-0.09%"
"2009년 06월 02일","180.47","183.64","183.71","180.30","224.41M","-0.24%"
"2009년 06월 01일","180.90","178.42","180.90","176.92","189.98M","1.23%"
"2009년 05월 29일","178.70","178.16","178.97","176.42","217.85M","0.29%"
"2009년 05월 28일","178.19","173.28","178.19","172.42","225.46M","2.56%"
"2009년 05월 27일","173.75","177.63","178.26","173.47","252.54M","-0.58%"
"2009년 05월 26일","174.77","179.12","179.30","173.50","218.09M","-2.13%"
"2009년 05월 25일","178.57","177.58","180.31","167.47","257.34M","-0.25%"
"2009년 05월 22일","179.01","179.69","182.70","178.86","242.15M","-1.55%"
"2009년 05월 21일","181.82","183.08","183.26","180.59","256.05M","-1.08%"
"2009년 05월 20일","183.80","182.75","184.01","182.40","219.08M","0.57%"
"2009년 05월 19일","182.76","181.30","182.81","180.62","289.07M","3.10%"
"2009년 05월 18일","177.26","176.94","177.41","174.56","206.86M","-0.30%"
"2009년 05월 15일","177.80","178.09","178.96","177.09","259.26M","0.86%"
"2009년 05월 14일","176.29","178.67","179.09","176.28","274.84M","-2.68%"
"2009년 05월 13일","181.14","180.46","181.27","179.37","237.70M","0.78%"
"2009년 05월 12일","179.73","180.24","180.84","178.73","235.75M","-0.89%"
"2009년 05월 11일","181.35","181.42","182.09","179.88","250.06M","0.17%"
"2009년 05월 08일","181.04","179.58","181.07","178.34","260.60M","0.72%"
"2009년 05월 07일","179.74","181.52","181.82","178.27","332.67M","0.51%"
"2009년 05월 06일","178.82","179.76","181.03","177.88","331.95M","-0.48%"
"2009년 05월 04일","179.69","178.23","179.69","177.46","348.48M","2.10%"
"2009년 04월 30일","176.00","174.04","177.30","173.54","274.25M","2.28%"
"2009년 04월 29일","172.08","168.53","172.08","167.28","165.19M","2.89%"
"2009년 04월 28일","167.24","172.69","174.00","167.14","223.14M","-2.84%"
"2009년 04월 27일","172.13","174.31","175.59","171.20","197.84M","-1.15%"
"2009년 04월 24일","174.13","176.31","176.99","172.75","237.33M","-1.14%"
"2009년 04월 23일","176.14","175.88","176.64","173.90","277.30M","1.00%"
"2009년 04월 22일","174.40","173.28","175.11","171.86","291.37M","1.42%"
"2009년 04월 21일","171.96","168.58","172.35","167.66","204.24M","-0.20%"
"2009년 04월 20일","172.30","172.55","173.04","169.04","183.25M","0.57%"
"2009년 04월 17일","171.33","174.03","174.99","169.71","251.59M","-0.23%"
"2009년 04월 16일","171.73","174.26","176.12","171.42","270.75M","0.30%"
"2009년 04월 15일","171.21","169.24","171.87","167.68","263.61M","-0.48%"
"2009년 04월 14일","172.03","173.56","174.04","169.55","295.75M","0.20%"
"2009년 04월 13일","171.69","172.49","174.01","170.87","277.84M","-0.19%"
"2009년 04월 10일","172.01","172.61","174.78","169.89","333.14M","1.49%"
"2009년 04월 09일","169.48","164.13","169.73","163.84","330.92M","4.18%"
"2009년 04월 08일","162.68","166.30","166.71","162.46","227.34M","-3.36%"
"2009년 04월 07일","168.34","168.30","169.14","166.41","241.35M","-0.17%"
"2009년 04월 06일","168.62","168.21","171.42","168.17","290.26M","0.90%"
"2009년 04월 03일","167.11","167.65","168.36","165.86","240.61M","0.56%"
"2009년 04월 02일","166.18","163.30","166.45","162.55","277.90M","3.56%"
"2009년 04월 01일","160.46","158.02","161.22","156.24","211.04M","2.20%"
"2009년 03월 31일","157.01","157.31","160.33","156.86","174.30M","0.50%"
"2009년 03월 30일","156.23","161.89","162.64","156.20","188.23M","-3.36%"
"2009년 03월 27일","161.66","162.71","163.98","161.09","258.37M","-0.35%"
"2009년 03월 26일","162.22","159.69","162.28","158.45","222.19M","1.21%"
"2009년 03월 25일","160.28","158.69","160.28","157.93","169.76M","0.45%"
"2009년 03월 24일","159.56","159.94","160.03","157.21","193.18M","2.01%"
"2009년 03월 23일","156.42","153.69","156.80","153.61","163.47M","2.52%"
"2009년 03월 20일","152.58","151.90","154.05","151.59","138.34M","0.71%"
"2009년 03월 19일","151.51","154.21","155.12","151.01","177.54M","-0.90%"
"2009년 03월 18일","152.89","153.84","153.84","151.09","182.12M","0.47%"
"2009년 03월 17일","152.17","149.08","152.60","148.05","214.81M","3.52%"
"2009년 03월 16일","147.00","147.11","149.46","146.12","164.72M","-0.20%"
"2009년 03월 13일","147.29","149.06","150.54","147.21","204.41M","-0.49%"
"2009년 03월 12일","148.02","147.38","148.19","144.94","195.94M","0.28%"
"2009년 03월 11일","147.60","146.93","147.70","146.30","217.75M","3.41%"
"2009년 03월 10일","142.73","138.40","143.40","138.37","207.36M","1.95%"
"2009년 03월 09일","140.00","139.61","140.80","137.22","123.32M","1.57%"
"2009년 03월 06일","137.83","135.35","138.45","135.32","116.31M","-0.30%"
"2009년 03월 05일","138.25","139.35","140.29","137.15","151.85M","0.03%"
"2009년 03월 04일","138.21","132.77","138.71","131.22","150.51M","3.31%"
"2009년 03월 03일","133.78","129.46","134.44","129.36","145.15M","0.99%"
"2009년 03월 02일","132.47","135.42","135.42","131.28","118.85M","-4.06%"
"2009년 02월 27일","138.07","137.20","140.22","135.95","132.79M","0.80%"
"2009년 02월 26일","136.98","140.01","143.18","134.44","173.66M","-1.20%"
"2009년 02월 25일","138.65","142.02","142.14","137.69","148.89M","0.60%"
"2009년 02월 24일","137.82","137.66","138.97","136.79","122.70M","-3.47%"
"2009년 02월 23일","142.78","137.33","142.79","136.25","153.24M","3.23%"
"2009년 02월 20일","138.31","142.01","143.09","137.07","163.93M","-3.68%"
"2009년 02월 19일","143.60","143.57","145.53","141.54","179.55M","-0.42%"
"2009년 02월 18일","144.21","144.49","145.53","142.47","163.43M","-1.63%"
"2009년 02월 17일","146.60","151.46","151.46","145.78","178.83M","-3.97%"
"2009년 02월 16일","152.66","153.85","156.14","152.57","157.37M","-1.63%"
"2009년 02월 13일","155.19","153.44","155.24","151.35","155.11M","1.00%"
"2009년 02월 12일","153.66","154.12","154.56","151.04","170.86M","-1.03%"
"2009년 02월 11일","155.26","152.61","155.78","151.79","145.73M","-1.01%"
"2009년 02월 10일","156.84","159.29","160.02","155.25","147.64M","-0.55%"
"2009년 02월 09일","157.70","160.77","161.32","157.29","170.42M","-0.76%"
"2009년 02월 06일","158.90","156.99","158.92","156.28","200.24M","3.18%"
"2009년 02월 05일","154.00","154.76","157.99","154.00","194.00M","-1.28%"
"2009년 02월 04일","155.99","154.20","156.00","153.18","199.63M","3.02%"
"2009년 02월 03일","151.42","149.71","153.17","147.75","147.01M","1.62%"
"2009년 02월 02일","149.00","148.86","152.39","147.55","164.74M","-1.54%"
"2009년 01월 30일","151.33","149.55","151.74","149.12","167.42M","-0.63%"
"2009년 01월 29일","152.29","152.03","154.04","151.47","178.12M","0.83%"
"2009년 01월 28일","151.04","146.05","151.41","145.84","169.90M","6.55%"
"2009년 01월 23일","141.75","143.48","143.48","141.04","118.53M","-2.32%"
"2009년 01월 22일","145.11","146.29","146.60","143.57","157.60M","1.27%"
"2009년 01월 21일","143.29","141.28","145.30","141.05","148.36M","-2.22%"
"2009년 01월 20일","146.55","147.78","147.86","144.95","151.38M","-2.31%"
"2009년 01월 19일","150.02","149.42","151.23","148.74","166.99M","1.34%"
"2009년 01월 16일","148.03","146.08","148.11","144.44","134.78M","2.05%"
"2009년 01월 15일","145.05","148.44","149.39","144.64","156.12M","-6.12%"
"2009년 01월 14일","154.50","151.45","154.80","150.15","144.18M","1.34%"
"2009년 01월 13일","152.45","149.70","152.67","147.77","136.76M","0.95%"
"2009년 01월 12일","151.01","152.76","153.68","150.04","129.40M","-2.05%"
"2009년 01월 09일","154.17","158.80","159.63","153.93","179.40M","-2.28%"
"2009년 01월 08일","157.76","159.21","159.76","156.39","221.89M","-2.23%"
"2009년 01월 07일","161.36","157.11","161.53","156.70","269.99M","2.91%"
"2009년 01월 06일","156.79","155.16","158.17","154.89","197.22M","1.92%"
"2009년 01월 05일","153.83","154.57","155.13","152.63","196.24M","1.77%"
"2009년 01월 02일","151.15","147.51","151.15","145.59","136.64M","3.28%"
"2008년 12월 30일","146.35","146.71","149.50","146.25","101.35M","0.43%"
"2008년 12월 29일","145.72","144.55","145.93","141.10","98.72M","-0.06%"
"2008년 12월 26일","145.81","146.98","147.81","144.27","117.20M","-0.82%"
"2008년 12월 24일","147.02","148.46","149.11","145.01","130.17M","-1.28%"
"2008년 12월 23일","148.93","152.35","153.29","148.67","155.84M","-3.28%"
"2008년 12월 22일","153.98","155.33","156.94","152.19","167.46M","-0.08%"
"2008년 12월 19일","154.10","153.21","156.12","152.91","177.18M","0.56%"
"2008년 12월 18일","153.24","154.54","155.56","151.89","205.07M","0.41%"
"2008년 12월 17일","152.62","154.84","155.95","149.42","237.38M","0.84%"
"2008년 12월 16일","151.35","150.06","151.94","148.07","236.45M","-0.05%"
"2008년 12월 15일","151.43","149.09","152.45","149.09","203.61M","4.88%"
"2008년 12월 12일","144.38","148.01","151.20","142.75","259.83M","-4.97%"
"2008년 12월 11일","151.93","150.55","153.63","149.03","291.63M","0.80%"
"2008년 12월 10일","150.73","146.11","152.14","145.31","286.19M","3.81%"
"2008년 12월 09일","145.20","146.39","146.97","143.02","220.29M","0.21%"
"2008년 12월 08일","144.89","136.01","146.00","135.30","252.00M","7.86%"
"2008년 12월 05일","134.33","132.95","135.20","131.82","166.69M","2.21%"
"2008년 12월 04일","131.43","136.30","136.30","130.09","192.84M","-1.64%"
"2008년 12월 03일","133.62","135.53","135.54","132.22","205.18M","-0.06%"
"2008년 12월 02일","133.70","131.41","135.89","131.35","179.47M","-3.35%"
"2008년 12월 01일","138.33","140.26","141.64","138.15","186.00M","-1.66%"
"2008년 11월 28일","140.66","139.60","141.90","138.84","232.00M","1.07%"
"2008년 11월 27일","139.17","138.55","140.43","136.86","276.16M","3.47%"
"2008년 11월 26일","134.50","129.44","134.70","129.43","220.52M","5.07%"
"2008년 11월 25일","128.01","132.35","134.25","125.63","226.38M","1.58%"
"2008년 11월 24일","126.02","129.60","132.10","125.93","205.71M","-3.62%"
"2008년 11월 21일","130.76","121.31","132.24","118.91","229.86M","5.84%"
"2008년 11월 20일","123.54","125.91","128.31","123.35","172.76M","-6.64%"
"2008년 11월 19일","132.33","135.01","135.08","129.35","165.78M","-1.89%"
"2008년 11월 18일","134.88","137.10","140.06","134.80","163.87M","-4.05%"
"2008년 11월 17일","140.57","140.35","144.50","136.71","203.74M","-1.19%"
"2008년 11월 14일","142.26","147.76","148.01","140.81","179.06M","-0.31%"
"2008년 11월 13일","142.70","140.38","142.70","135.92","198.85M","-3.10%"
"2008년 11월 12일","147.27","144.42","149.81","143.31","193.52M","-0.27%"
"2008년 11월 11일","147.67","148.19","152.11","145.52","203.81M","-2.10%"
"2008년 11월 10일","150.84","150.78","152.69","147.00","247.90M","1.62%"
"2008년 11월 07일","148.44","138.29","148.54","135.95","295.33M","3.54%"
"2008년 11월 06일","143.37","148.83","149.90","141.84","220.41M","-7.46%"
"2008년 11월 05일","154.93","155.69","159.56","152.03","290.16M","2.18%"
"2008년 11월 04일","151.63","149.58","151.91","146.76","250.84M","1.90%"
"2008년 11월 03일","148.81","147.60","153.53","146.49","255.61M","0.89%"
"2008년 10월 31일","147.50","144.00","154.66","140.92","328.25M","2.13%"
"2008년 10월 30일","144.42","138.11","145.96","131.72","324.38M","12.23%"
"2008년 10월 29일","128.68","138.97","143.05","122.01","310.75M","-2.82%"
"2008년 10월 28일","132.42","122.14","134.55","120.20","266.58M","5.15%"
"2008년 10월 27일","125.93","123.54","127.66","117.91","238.83M","2.16%"
"2008년 10월 24일","123.27","137.80","137.87","121.14","202.58M","-10.33%"
"2008년 10월 23일","137.47","142.28","142.28","134.44","174.52M","-7.20%"
"2008년 10월 22일","148.13","155.12","155.94","142.69","157.88M","-4.92%"
"2008년 10월 21일","155.80","159.61","160.75","153.84","147.30M","-1.09%"
"2008년 10월 20일","157.51","155.23","158.09","149.51","171.82M","2.91%"
"2008년 10월 17일","153.06","161.64","161.67","151.53","196.27M","-2.90%"
"2008년 10월 16일","157.63","163.16","164.37","156.41","192.67M","-9.55%"
"2008년 10월 15일","174.28","173.92","176.07","172.48","143.07M","-2.17%"
"2008년 10월 14일","178.15","174.88","178.15","174.47","190.15M","6.10%"
"2008년 10월 13일","167.91","166.22","168.94","163.16","159.81M","3.62%"
"2008년 10월 10일","162.05","162.57","162.60","153.42","176.14M","-4.03%"
"2008년 10월 09일","168.86","167.64","172.55","165.97","167.96M","1.02%"
"2008년 10월 08일","167.16","171.02","172.55","166.33","141.28M","-5.27%"
"2008년 10월 07일","176.46","172.87","177.30","170.60","115.81M","0.82%"
"2008년 10월 06일","175.03","178.58","178.68","173.87","128.84M","-4.20%"
"2008년 10월 02일","182.70","186.79","187.94","181.46","110.49M","-1.52%"
"2008년 10월 01일","185.52","187.39","187.39","184.02","101.01M","-0.59%"
"2008년 09월 30일","186.62","178.84","186.62","177.95","131.82M","-0.79%"
"2008년 09월 29일","188.10","192.47","193.25","187.12","121.84M","-1.31%"
"2008년 09월 26일","190.60","192.49","193.33","189.63","101.88M","-1.69%"
"2008년 09월 25일","193.87","192.07","194.19","189.42","118.35M","0.36%"
"2008년 09월 24일","193.18","191.30","194.16","190.34","143.40M","0.84%"
"2008년 09월 23일","191.58","187.43","192.18","187.03","115.89M","1.28%"
"2008년 09월 22일","189.16","190.40","193.04","188.68","141.46M","0.45%"
"2008년 09월 19일","188.31","185.74","189.40","185.04","195.79M","5.05%"
"2008년 09월 18일","179.25","178.15","180.10","175.63","146.41M","-2.34%"
"2008년 09월 17일","183.54","183.29","185.71","182.06","142.74M","2.54%"
"2008년 09월 16일","179.00","177.58","180.72","176.86","173.98M","-5.74%"
"2008년 09월 12일","189.90","188.55","190.40","188.00","114.09M","2.50%"
"2008년 09월 11일","185.27","187.64","188.89","184.92","148.10M","-1.71%"
"2008년 09월 10일","188.50","184.01","188.74","183.63","136.16M","0.81%"
"2008년 09월 09일","186.99","188.74","188.74","185.93","141.63M","-1.57%"
"2008년 09월 08일","189.97","184.94","190.72","184.90","159.87M","5.25%"
"2008년 09월 05일","180.49","179.27","182.15","179.08","138.51M","-1.68%"
"2008년 09월 04일","183.57","183.55","185.07","181.69","165.91M","-0.43%"
"2008년 09월 03일","184.36","181.89","185.33","180.92","135.94M","1.07%"
"2008년 09월 02일","182.41","182.61","184.38","180.37","154.76M","0.15%"
"2008년 09월 01일","182.13","186.29","186.85","181.89","118.09M","-3.61%"
"2008년 08월 29일","188.96","190.69","191.84","188.63","86.50M","0.11%"
"2008년 08월 28일","188.75","192.79","192.81","188.63","72.46M","-1.49%"
"2008년 08월 27일","191.60","191.11","192.40","187.99","85.08M","0.13%"
"2008년 08월 26일","191.36","189.71","193.11","189.41","72.84M","-0.84%"
"2008년 08월 25일","192.99","193.12","194.00","192.05","68.93M","0.49%"
"2008년 08월 22일","192.04","193.24","193.33","189.58","82.84M","-0.93%"
"2008년 08월 21일","193.85","197.16","197.29","193.56","75.21M","-1.77%"
"2008년 08월 20일","197.35","196.29","198.65","195.22","76.57M","-0.11%"
"2008년 08월 19일","197.56","199.24","199.37","195.70","69.48M","-1.70%"
"2008년 08월 18일","200.97","202.45","203.03","200.03","78.24M","-0.26%"
"2008년 08월 14일","201.50","199.09","202.44","199.09","77.61M","0.62%"
"2008년 08월 13일","200.26","201.55","202.94","198.96","74.00M","-0.92%"
"2008년 08월 12일","202.12","202.41","204.04","200.98","87.11M","-0.15%"
"2008년 08월 11일","202.42","203.87","204.52","202.42","85.47M","0.83%"
"2008년 08월 08일","200.76","198.03","201.51","197.57","74.87M","0.22%"
"2008년 08월 07일","200.31","202.14","202.86","198.69","82.50M","-0.97%"
"2008년 08월 06일","202.28","200.73","202.56","199.87","99.55M","2.97%"
"2008년 08월 05일","196.44","196.95","199.26","196.16","103.94M","-0.57%"
"2008년 08월 04일","197.56","200.54","201.09","195.77","86.66M","-1.92%"
"2008년 08월 01일","201.43","202.10","203.23","199.83","71.70M","-1.32%"
"2008년 07월 31일","204.12","202.80","205.12","202.07","79.98M","1.14%"
"2008년 07월 30일","201.82","203.23","203.84","201.12","96.52M","0.96%"
"2008년 07월 29일","199.90","200.45","200.70","196.77","82.78M","-2.00%"
"2008년 07월 28일","203.97","205.62","205.82","202.71","78.76M","-0.15%"
"2008년 07월 25일","204.27","204.13","206.30","203.13","77.78M","-1.95%"
"2008년 07월 24일","208.34","205.12","208.65","205.08","111.80M","2.31%"
"2008년 07월 23일","203.64","202.85","204.72","201.81","109.33M","1.94%"
"2008년 07월 22일","199.77","198.18","200.06","198.05","71.18M","-0.11%"
"2008년 07월 21일","200.00","195.72","201.08","195.62","99.85M","3.70%"
"2008년 07월 18일","192.86","197.01","197.06","192.02","84.52M","-1.04%"
"2008년 07월 17일","194.89","197.03","197.57","194.80","92.62M","1.25%"
"2008년 07월 16일","192.48","193.96","195.36","190.02","104.07M","-0.27%"
"2008년 07월 15일","193.01","198.01","198.04","192.51","98.23M","-3.07%"
"2008년 07월 14일","199.12","199.63","202.22","198.51","74.34M","-0.50%"
"2008년 07월 11일","200.12","197.10","201.00","194.99","102.94M","1.93%"
"2008년 07월 10일","196.34","191.85","197.23","191.54","118.57M","0.89%"
"2008년 07월 09일","194.61","199.64","200.44","194.61","107.71M","-0.97%"
"2008년 07월 08일","196.52","202.05","202.05","193.74","106.18M","-2.88%"
"2008년 07월 07일","202.34","200.63","203.18","199.59","83.54M","0.30%"
"2008년 07월 04일","201.74","205.45","205.97","201.25","83.46M","-1.93%"
"2008년 07월 03일","205.71","203.73","207.30","202.76","106.81M","-1.08%"
"2008년 07월 02일","207.96","212.75","213.19","206.04","101.12M","-2.38%"
"2008년 07월 01일","213.02","213.64","214.50","210.74","78.94M","-0.23%"
"2008년 06월 30일","213.52","214.33","215.63","213.09","70.14M","-0.50%"
"2008년 06월 27일","214.59","213.45","214.93","212.91","72.20M","-2.07%"
"2008년 06월 26일","219.12","218.93","221.45","218.70","74.44M","0.08%"
"2008년 06월 25일","218.95","217.91","218.95","215.88","84.02M","0.45%"
"2008년 06월 24일","217.97","217.31","218.81","216.62","70.87M","-0.25%"
"2008년 06월 23일","218.51","217.19","219.45","215.83","68.56M","-0.93%"
"2008년 06월 20일","220.57","223.59","223.96","219.56","79.06M","-0.66%"
"2008년 06월 19일","222.03","224.13","224.31","220.85","88.22M","-2.02%"
"2008년 06월 18일","226.60","222.87","226.82","222.45","88.92M","1.31%"
"2008년 06월 17일","223.66","225.65","225.76","221.96","99.32M","-0.56%"
"2008년 06월 16일","224.91","225.06","225.89","223.82","106.61M","0.95%"
"2008년 06월 13일","222.79","223.26","224.40","220.45","105.94M","0.73%"
"2008년 06월 12일","221.17","223.89","224.66","221.17","119.51M","-2.75%"
"2008년 06월 11일","227.42","227.36","228.22","224.69","82.34M","0.38%"
"2008년 06월 10일","226.56","231.83","231.95","225.43","92.46M","-2.07%"
"2008년 06월 09일","231.35","228.95","231.78","228.64","81.82M","-1.45%"
"2008년 06월 05일","234.76","234.44","235.04","232.61","91.20M","-0.14%"
"2008년 06월 04일","235.09","233.46","235.43","232.33","73.70M","0.84%"
"2008년 06월 03일","233.14","234.83","235.51","232.55","79.78M","-1.54%"
"2008년 06월 02일","236.78","236.91","237.67","234.60","77.41M","-0.29%"
"2008년 05월 30일","237.46","236.96","237.79","235.11","104.09M","0.45%"
"2008년 05월 29일","236.39","232.98","236.76","232.97","97.37M","2.26%"
"2008년 05월 28일","231.17","235.43","235.45","230.58","83.73M","-1.20%"
"2008년 05월 27일","233.97","231.39","234.01","231.32","77.77M","1.54%"
"2008년 05월 26일","230.43","232.13","233.17","229.05","84.11M","-1.58%"
"2008년 05월 23일","234.14","235.38","236.02","233.84","80.48M","-0.50%"
"2008년 05월 22일","235.31","234.30","235.71","232.10","101.12M","-0.78%"
"2008년 05월 21일","237.15","237.29","239.14","236.82","105.95M","-1.44%"
"2008년 05월 20일","240.62","242.61","243.14","238.39","97.24M","-0.84%"
"2008년 05월 19일","242.67","244.05","245.17","241.29","110.81M","-0.36%"
"2008년 05월 16일","243.54","244.16","245.21","242.53","114.94M","0.18%"
"2008년 05월 15일","243.11","238.12","243.38","238.08","125.89M","2.56%"
"2008년 05월 14일","237.04","236.72","237.65","234.91","111.62M","0.01%"
"2008년 05월 13일","237.02","234.82","237.05","232.71","97.44M","1.30%"
"2008년 05월 09일","233.98","238.07","238.11","233.17","97.74M","-1.43%"
"2008년 05월 08일","237.37","235.55","238.43","235.30","116.21M","-0.54%"
"2008년 05월 07일","238.66","239.87","240.56","236.81","128.68M","-0.36%"
"2008년 05월 06일","239.53","238.16","239.55","237.24","108.76M","0.57%"
"2008년 05월 02일","238.18","238.74","238.76","237.54","99.14M","1.35%"
"2008년 04월 30일","235.00","232.76","235.19","232.00","91.76M","0.75%"
"2008년 04월 29일","233.24","235.69","236.00","232.14","87.30M","-0.74%"
"2008년 04월 28일","234.97","235.19","235.66","233.71","128.63M","0.17%"
"2008년 04월 25일","234.56","232.00","234.65","232.00","106.70M","1.64%"
"2008년 04월 24일","230.77","231.58","232.30","229.85","101.38M","0.09%"
"2008년 04월 23일","230.56","228.59","231.96","228.56","108.06M","0.58%"
"2008년 04월 22일","229.22","230.86","231.31","228.92","105.76M","-0.82%"
"2008년 04월 21일","231.11","230.24","231.48","229.87","98.69M","1.70%"
"2008년 04월 18일","227.25","227.48","228.40","226.26","92.25M","0.12%"
"2008년 04월 17일","226.98","228.68","228.88","226.51","97.72M","0.72%"
"2008년 04월 16일","225.36","225.63","226.75","224.86","94.24M","0.83%"
"2008년 04월 15일","223.51","224.83","225.51","222.66","88.58M","-0.46%"
"2008년 04월 14일","224.54","224.35","225.58","223.17","113.64M","-1.86%"
"2008년 04월 11일","228.80","226.86","228.81","225.98","112.10M","1.04%"
"2008년 04월 10일","226.44","223.67","226.58","222.38","87.92M","0.60%"
"2008년 04월 08일","225.10","227.22","227.28","224.24","83.43M","-1.18%"
"2008년 04월 07일","227.79","227.25","229.66","226.48","103.56M","0.37%"
"2008년 04월 04일","226.95","226.87","227.56","226.02","102.51M","-0.02%"
"2008년 04월 03일","226.99","224.29","227.31","223.84","105.86M","1.44%"
"2008년 04월 02일","223.76","222.63","223.80","222.40","147.60M","2.73%"
"2008년 04월 01일","217.81","217.23","219.73","216.30","126.73M","0.07%"
"2008년 03월 31일","217.65","217.69","218.43","215.18","106.04M","0.20%"
"2008년 03월 28일","217.22","213.22","217.75","213.14","91.66M","1.58%"
"2008년 03월 27일","213.85","213.28","214.04","211.72","76.24M","-0.26%"
"2008년 03월 26일","214.41","213.92","214.64","212.92","86.53M","0.32%"
"2008년 03월 25일","213.73","213.92","214.65","212.82","92.27M","1.29%"
"2008년 03월 24일","211.00","210.76","212.04","209.55","78.64M","0.62%"
"2008년 03월 21일","209.69","209.30","209.70","207.89","87.88M","1.49%"
"2008년 03월 20일","206.62","203.81","206.86","202.42","80.87M","0.07%"
"2008년 03월 19일","206.48","206.83","207.72","205.43","94.99M","2.32%"
"2008년 03월 18일","201.79","201.19","202.01","198.79","89.31M","1.06%"
"2008년 03월 17일","199.68","201.36","201.37","194.85","98.48M","-1.46%"
"2008년 03월 14일","202.63","207.40","207.49","200.01","98.89M","-0.88%"
"2008년 03월 13일","204.42","210.16","210.19","203.79","97.56M","-2.88%"
"2008년 03월 12일","210.49","213.80","214.09","210.27","89.31M","1.17%"
"2008년 03월 11일","208.06","203.60","208.47","203.28","81.54M","0.86%"
"2008년 03월 10일","206.29","206.70","208.95","205.79","75.43M","-2.03%"
"2008년 03월 07일","210.57","212.84","212.84","208.78","79.66M","-2.02%"
"2008년 03월 06일","214.92","212.70","216.43","212.54","99.73M","1.31%"
"2008년 03월 05일","212.14","212.64","213.36","210.89","82.10M","0.00%"
"2008년 03월 04일","212.14","212.29","213.59","210.65","69.86M","0.19%"
"2008년 03월 03일","211.73","212.25","212.25","209.77","75.14M","-2.36%"
"2008년 02월 29일","216.85","217.93","218.52","216.46","70.67M","-1.70%"
"2008년 02월 28일","220.59","219.44","221.29","217.67","76.16M","0.79%"
"2008년 02월 27일","218.87","219.44","220.42","218.04","79.32M","0.76%"
"2008년 02월 26일","217.22","219.07","219.40","216.63","76.48M","0.07%"
"2008년 02월 25일","217.07","215.62","217.52","215.52","69.03M","1.56%"
"2008년 02월 22일","213.73","214.09","214.09","211.77","66.97M","-1.22%"
"2008년 02월 21일","216.38","216.40","217.42","214.95","68.81M","1.19%"
"2008년 02월 20일","213.84","216.12","218.01","213.19","89.18M","-2.07%"
"2008년 02월 19일","218.37","218.11","219.00","216.96","84.18M","1.35%"
"2008년 02월 18일","215.46","216.14","217.79","213.26","74.48M","0.04%"
"2008년 02월 15일","215.38","212.80","215.73","212.15","80.17M","-0.38%"
"2008년 02월 14일","216.20","211.27","216.20","211.22","89.97M","4.16%"
"2008년 02월 13일","207.56","211.52","211.71","207.11","73.34M","-0.69%"
"2008년 02월 12일","209.01","210.54","210.72","208.66","66.60M","0.04%"
"2008년 02월 11일","208.92","210.41","210.96","207.98","71.14M","-3.68%"
"2008년 02월 05일","216.91","215.60","217.16","214.95","72.26M","0.31%"
"2008년 02월 04일","216.23","212.02","217.16","211.92","106.69M","3.42%"
"2008년 02월 01일","209.08","210.32","210.70","206.86","87.60M","0.63%"
"2008년 01월 31일","207.77","202.53","208.87","200.84","99.38M","2.10%"
"2008년 01월 30일","203.50","210.82","210.93","201.94","112.15M","-2.54%"
"2008년 01월 29일","208.80","210.51","211.31","206.59","83.10M","1.10%"
"2008년 01월 28일","206.52","211.76","212.64","205.68","76.98M","-3.97%"
"2008년 01월 25일","215.06","213.71","215.21","212.65","100.50M","1.83%"
"2008년 01월 24일","211.20","211.73","213.35","209.76","94.15M","1.92%"
